Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2019),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate,County FIPS Code,Longitude,Latitude,Georeferenced Lat & Long
Philadelphia,04/30/2020,236,280,12219,1584064,14.9,17.7,771.4,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Butler,07/03/2020,9,7,340,187853,4.8,3.7,181,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Philadelphia,07/08/2020,119,118.3,22372,1584064,7.5,7.5,1412.3,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Berks,12/06/2020,290,304.7,16099,421164,68.9,72.4,3822.5,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Luzerne,07/05/2020,2,7.4,2982,317417,0.6,2.3,939.5,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Bradford,01/03/2021,15,31.9,3263,60323,24.9,52.8,5409.2,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Lehigh,05/24/2020,19,26,3677,369318,5.1,7,995.6,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Blair,09/29/2020,7,15.1,721,121829,5.7,12.4,591.8,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Clarion,03/05/2021,2,2.6,2708,38438,5.2,6.7,7045.1,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Columbia,04/30/2020,6,5.6,296,64964,9.2,8.6,455.6,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Bradford,01/23/2021,25,23.7,3868,60323,41.4,39.3,6412.1,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Cumberland,10/07/2020,15,15.3,2044,253370,5.9,6,806.7,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Huntingdon,10/28/2020,36,26,998,45144,79.7,57.6,2210.7,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Wayne,09/10/2020,2,1.6,198,51361,3.9,3.1,385.5,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Snyder,12/05/2020,12,29.9,1256,40372,29.7,74,3111.1,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Adams,03/31/2021,30,37.7,8145,103009,29.1,36.6,7907.1,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Berks,02/08/2021,150,131.3,33763,421164,35.6,31.2,8016.6,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Centre,01/29/2021,127,82.9,11191,162385,78.2,51,6891.6,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Pennsylvania,07/04/2020,533,656.3,90424,12801989,4.2,5.1,706.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,12/31/2020,8482,7339.9,651542,12801989,66.3,57.3,5089.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Union,01/20/2021,32,25.9,3644,44923,71.2,57.6,8111.7,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Cambria,07/03/2020,5,3.4,101,130192,3.8,2.6,77.6,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Greene,02/22/2021,19,9.1,2635,36233,52.4,25.2,7272.4,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Clinton,12/19/2020,84,46.9,1630,38632,217.4,121.3,4219.3,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Centre,06/28/2020,0,2.1,206,162385,0,1.3,126.9,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Armstrong,04/02/2021,15,15.1,5229,64735,23.2,23.4,8077.5,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Bedford,09/09/2020,4,2.1,192,47888,8.4,4.5,400.9,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Beaver,01/24/2021,42,54.3,10646,163929,25.6,33.1,6494.3,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Somerset,10/30/2020,12,12.9,470,73447,16.3,17.5,639.9,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Lebanon,03/19/2021,27,28.1,13403,141793,19,19.8,9452.5,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Tioga,06/23/2020,0,0.4,24,40591,0,1.1,59.1,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Huntingdon,10/07/2020,7,11.1,510,45144,15.5,24.7,1129.7,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Jefferson,06/14/2020,1,0.6,21,43425,2.3,1.3,48.4,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Erie,03/26/2021,47,31.9,18519,269728,17.4,11.8,6865.8,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Dauphin,03/30/2021,78,71.7,22380,278299,28,25.8,8041.7,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
McKean,10/05/2020,1,0.9,75,40625,2.5,2.1,184.6,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Lebanon,03/17/2021,30,32.1,13354,141793,21.2,22.7,9418,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Washington,01/26/2021,110,86.1,12298,206865,53.2,41.6,5944.9,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Pennsylvania,08/23/2020,417,651.6,130500,12801989,3.3,5.1,1019.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Crawford,02/09/2021,10,15.7,6157,84629,11.8,18.6,7275.3,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Mercer,10/10/2020,6,8,836,109424,5.5,7.3,764,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Clarion,03/30/2021,5,6.4,2832,38438,13,16.7,7367.7,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Delaware,03/06/2021,89,104.6,41639,566747,15.7,18.5,7347,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Northampton,10/17/2020,28,27.9,5094,305285,9.2,9.1,1668.6,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Lebanon,08/18/2020,3,4.1,1660,141793,2.1,2.9,1170.7,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Bradford,12/05/2020,38,39.4,2211,60323,63,65.4,3665.3,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Lackawanna,09/07/2020,5,16.9,2224,209674,2.4,8,1060.7,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Susquehanna,05/21/2020,3,1.7,95,40328,7.4,4.3,235.6,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Huntingdon,02/14/2021,2,13.3,4059,45144,4.4,29.4,8991.2,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Potter,12/15/2020,16,11,468,16526,96.8,66.6,2831.9,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Elk,03/17/2021,11,4.6,2394,29910,36.8,15.3,8004,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Columbia,02/07/2021,30,26.1,4386,64964,46.2,40.2,6751.4,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Franklin,03/07/2021,10,25.1,12673,155027,6.5,16.2,8174.7,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Somerset,07/28/2020,1,2.1,119,73447,1.4,2.9,162,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Luzerne,04/03/2021,87,106.6,27537,317417,27.4,33.6,8675.3,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Schuylkill,12/23/2020,96,132,7047,141359,67.9,93.4,4985.2,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Carbon,03/26/2021,32,26.3,5319,64182,49.9,41,8287.4,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Schuylkill,11/17/2020,59,67.4,3153,141359,41.7,47.7,2230.5,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Venango,08/03/2020,0,0.6,68,50668,0,1.1,134.2,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Berks,04/02/2021,340,193.7,40564,421164,80.7,46,9631.4,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Lebanon,11/14/2020,39,60.6,4053,141793,27.5,42.7,2858.4,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Delaware,01/30/2021,148,209.7,37355,566747,26.1,37,6591.1,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Clinton,03/24/2021,1,9,3023,38632,2.6,23.3,7825.1,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Westmoreland,04/06/2021,121,117,30005,348899,34.7,33.5,8599.9,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Beaver,01/12/2021,98,110.9,9848,163929,59.8,67.6,6007.5,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Huntingdon,08/23/2020,2,2.3,357,45144,4.4,5.1,790.8,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Cumberland,05/08/2020,8,9.1,439,253370,3.2,3.6,173.3,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Pennsylvania,04/13/2020,1132,1557,26124,12801989,8.8,12.2,204.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Erie,09/22/2020,12,9.3,1524,269728,4.4,3.4,565,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Pennsylvania,09/03/2020,933,836,138917,12801989,7.3,6.5,1085.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Lackawanna,06/18/2020,7,2.7,1620,209674,3.3,1.3,772.6,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Northampton,08/02/2020,4,15,3885,305285,1.3,4.9,1272.6,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Northumberland,02/03/2021,50,44.7,7073,90843,55,49.2,7786,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Pennsylvania,10/23/2020,2150,1699.4,194242,12801989,16.8,13.3,1517.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Union,03/04/2021,6,9.9,5211,44923,13.4,21.9,11599.8,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Monroe,12/14/2020,61,84.6,4843,170271,35.8,49.7,2844.3,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Snyder,07/02/2020,3,1.3,72,40372,7.4,3.2,178.3,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Blair,01/24/2021,43,49.6,9742,121829,35.3,40.7,7996.5,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Venango,03/25/2021,3,1.4,3534,50668,5.9,2.8,6974.8,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Jefferson,06/27/2020,0,0.3,24,43425,0,0.7,55.3,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Tioga,06/25/2020,0,0.4,24,40591,0,1.1,59.1,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Lycoming,07/05/2020,0,4.9,217,113299,0,4.3,191.5,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Somerset,12/26/2020,51,77.6,4573,73447,69.4,105.6,6226.3,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Montour,11/02/2020,0,2.4,316,18230,0,13.3,1733.4,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Jefferson,11/18/2020,20,21,511,43425,46.1,48.4,1176.7,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Crawford,05/22/2020,0,0,25,84629,0,0,29.5,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Northumberland,06/23/2020,1,6.7,287,90843,1.1,7.4,315.9,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Potter,01/07/2021,13,12.1,699,16526,78.7,73.5,4229.7,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Clearfield,01/28/2021,34,28.7,5544,79255,42.9,36.2,6995.1,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Susquehanna,10/03/2020,3,2,313,40328,7.4,5,776.1,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Monroe,10/17/2020,10,8,1940,170271,5.9,4.7,1139.4,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Lawrence,04/23/2020,0,0.4,64,85512,0,0.5,74.8,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Berks,03/14/2021,65,113,37215,421164,15.4,26.8,8836.2,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Lawrence,11/13/2020,46,42,1534,85512,53.8,49.1,1793.9,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Schuylkill,03/21/2021,23,26.3,12503,141359,16.3,18.6,8844.9,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Bucks,01/29/2021,268,300.3,39895,628270,42.7,47.8,6350,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Venango,06/02/2020,0,0.1,12,50668,0,0.3,23.7,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Union,11/09/2020,15,15.3,874,44923,33.4,34,1945.6,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Mercer,07/29/2020,10,4.9,319,109424,9.1,4.4,291.5,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Monroe,02/28/2021,24,33.7,9710,170271,14.1,19.8,5702.7,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Philadelphia,06/29/2020,90,113.6,21277,1584064,5.7,7.2,1343.2,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Bradford,11/27/2020,33,31.6,1920,60323,54.7,52.3,3182.9,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Lycoming,04/04/2021,34,43.9,10439,113299,30,38.7,9213.7,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Wyoming,01/05/2021,13,10.6,864,26794,48.5,39.5,3224.6,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Somerset,10/13/2020,0,4.6,282,73447,0,6.2,384,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Lehigh,01/31/2021,107,197.7,28362,369318,29,53.5,7679.6,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Delaware,02/09/2021,131,144,38753,566747,23.1,25.4,6837.8,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Franklin,07/06/2020,13,7,978,155027,8.4,4.5,630.9,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Luzerne,07/06/2020,7,7.9,2989,317417,2.2,2.5,941.7,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Luzerne,08/07/2020,29,22.4,3469,317417,9.1,7.1,1092.9,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Adams,02/06/2021,26,30.9,6831,103009,25.2,30,6631.5,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Montgomery,02/02/2021,151,355,49327,830915,18.2,42.7,5936.5,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Allegheny,05/17/2020,33,17.7,1654,1216045,2.7,1.5,136,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
York,03/28/2021,96,156.4,39129,449058,21.4,34.8,8713.6,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Union,01/23/2021,16,27.7,3729,44923,35.6,61.7,8300.9,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Lycoming,06/25/2020,0,0.6,179,113299,0,0.5,158,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Potter,10/18/2020,1,0.6,42,16526,6.1,3.5,254.1,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Philadelphia,03/31/2021,601,541.1,125891,1584064,37.9,34.2,7947.3,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Philadelphia,08/28/2020,156,99.6,28990,1584064,9.8,6.3,1830.1,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Northumberland,01/07/2021,122,75.3,5693,90843,134.3,82.9,6266.9,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Northampton,12/04/2020,312,206.4,10441,305285,102.2,67.6,3420.1,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Lebanon,09/16/2020,10,15.1,1906,141793,7.1,10.7,1344.2,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Schuylkill,01/02/2021,111,149.7,8482,141359,78.5,105.9,6000.3,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
McKean,09/28/2020,1,0.4,69,40625,2.5,1.1,169.8,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
McKean,03/23/2021,5,3.1,3129,40625,12.3,7.7,7702.2,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Susquehanna,05/28/2020,10,2.1,110,40328,24.8,5.3,272.8,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Franklin,01/22/2021,48,73.9,11041,155027,31,47.6,7122,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Westmoreland,04/20/2020,3,8.7,295,348899,0.9,2.5,84.6,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Indiana,05/06/2020,0,1.9,76,84073,0,2.2,90.4,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Washington,11/09/2020,74,57.1,2650,206865,35.8,27.6,1281,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Allegheny,04/19/2020,7,23.7,1084,1216045,0.6,2,89.1,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Somerset,06/26/2020,3,1.6,60,73447,4.1,2.1,81.7,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
York,04/03/2021,126,156.4,40128,449058,28.1,34.8,8936,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Lehigh,12/25/2020,208,287.4,19181,369318,56.3,77.8,5193.6,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Centre,02/15/2021,24,55.6,12438,162385,14.8,34.2,7659.6,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Forest,03/30/2021,2,0.7,1396,7247,27.6,9.9,19263.1,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Lawrence,03/10/2021,12,17.4,6233,85512,14,20.4,7289,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Union,11/29/2020,12,46.7,1697,44923,26.7,104,3777.6,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Schuylkill,08/08/2020,7,4,932,141359,5,2.8,659.3,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Westmoreland,02/27/2021,21,61.9,26758,348899,6,17.7,7669.3,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
York,12/26/2020,307,340.3,22174,449058,68.4,75.8,4937.9,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Erie,02/07/2021,48,71.1,16123,269728,17.8,26.4,5977.5,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Cumberland,01/18/2021,88,103.1,12803,253370,34.7,40.7,5053.1,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
York,02/23/2021,111,102.9,35462,449058,24.7,22.9,7897,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Luzerne,09/19/2020,10,11.1,4058,317417,3.2,3.5,1278.4,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Adams,02/01/2021,20,37.1,6652,103009,19.4,36.1,6457.7,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Schuylkill,02/03/2021,17,46.9,11385,141359,12,33.1,8054,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Lehigh,04/02/2021,231,155.6,34614,369318,62.5,42.1,9372.4,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Montour,10/22/2020,10,4.7,292,18230,54.9,25.9,1601.8,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Union,12/06/2020,35,30.3,1909,44923,77.9,67.4,4249.5,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Lackawanna,03/21/2021,24,49.3,14931,209674,11.4,23.5,7121.1,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Armstrong,01/15/2021,46,41.7,4312,64735,71.1,64.4,6661,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Lawrence,05/29/2020,3,0.6,81,85512,3.5,0.7,94.7,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Cumberland,06/06/2020,3,5.7,681,253370,1.2,2.3,268.8,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Elk,09/08/2020,0,0.1,70,29910,0,0.5,234,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Westmoreland,06/19/2020,10,4.7,528,348899,2.9,1.4,151.3,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Somerset,11/05/2020,15,11.4,538,73447,20.4,15.6,732.5,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Venango,06/28/2020,0,0.3,22,50668,0,0.6,43.4,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Lycoming,07/11/2020,1,4.1,246,113299,0.9,3.7,217.1,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Potter,01/11/2021,9,11.7,736,16526,54.5,70.9,4453.6,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Perry,02/24/2021,10,6.1,2867,46272,21.6,13.3,6196,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Bucks,10/10/2020,40,40.4,9388,628270,6.4,6.4,1494.3,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Lancaster,11/05/2020,169,111.1,10589,545724,31,20.4,1940.4,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Wyoming,06/18/2020,0,0,38,26794,0,0,141.8,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Perry,12/29/2020,44,29.1,1705,46272,95.1,63,3684.7,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Delaware,07/15/2020,46,36,7817,566747,8.1,6.4,1379.3,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Allegheny,01/16/2021,448,526.6,64367,1216045,36.8,43.3,5293.1,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Franklin,06/08/2020,1,2.6,798,155027,0.6,1.7,514.7,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Northampton,07/26/2020,16,15.9,3780,305285,5.2,5.2,1238.2,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Lackawanna,12/15/2020,122,113.6,6946,209674,58.2,54.2,3312.8,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Westmoreland,01/12/2021,233,253.6,22568,348899,66.8,72.7,6468.3,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Perry,07/16/2020,0,1,102,46272,0,2.2,220.4,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Venango,07/04/2020,4,0.9,28,50668,7.9,1.7,55.3,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Delaware,10/08/2020,58,49.1,12135,566747,10.2,8.7,2141.2,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Allegheny,08/22/2020,79,63.4,9917,1216045,6.5,5.2,815.5,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Washington,01/25/2021,56,83,12188,206865,27.1,40.1,5891.8,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Westmoreland,02/21/2021,24,57.7,26349,348899,6.9,16.5,7552,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Pennsylvania,01/10/2021,5234,8672.7,728630,12801989,40.9,67.7,5691.5,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Montgomery,03/19/2021,331,192.6,57340,830915,39.8,23.2,6900.8,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Beaver,03/24/2021,32,27.7,12925,163929,19.5,16.9,7884.5,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Adams,11/18/2020,29,26.9,1642,103009,28.2,26.1,1594,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Erie,10/27/2020,27,23.3,2086,269728,10,8.6,773.4,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Blair,11/07/2020,89,64.6,1910,121829,73.1,53,1567.8,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Northumberland,06/05/2020,2,2.1,211,90843,2.2,2.4,232.3,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Delaware,03/02/2021,97,119,41177,566747,17.1,21,7265.5,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Philadelphia,04/24/2020,363,323.3,10622,1584064,22.9,20.4,670.6,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Union,09/10/2020,7,3.4,428,44923,15.6,7.6,952.7,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
McKean,06/22/2020,0,0.6,21,40625,0,1.4,51.7,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Allegheny,04/23/2020,24,33,1218,1216045,2,2.7,100.2,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Northumberland,03/01/2021,9,14,8076,90843,9.9,15.4,8890.1,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Tioga,08/08/2020,0,0.4,41,40591,0,1.1,101,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Monroe,12/24/2020,70,79.6,5664,170271,41.1,46.7,3326.5,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Monroe,12/21/2020,80,81.6,5414,170271,47,47.9,3179.6,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Lawrence,01/17/2021,22,40.9,5092,85512,25.7,47.8,5954.7,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Dauphin,07/11/2020,11,13.7,2294,278299,4,4.9,824.3,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Perry,04/05/2021,10,13.6,3298,46272,21.6,29.3,7127.4,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Centre,05/14/2020,0,1.6,137,162385,0,1,84.4,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Crawford,03/27/2021,2,6,6665,84629,2.4,7.1,7875.6,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Jefferson,08/21/2020,4,1.4,92,43425,9.2,3.3,211.9,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Bradford,09/27/2020,10,4.7,179,60323,16.6,7.8,296.7,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
